Order_ID,Order_Date,Region,City,Category,Product,Quantity,Unit_Price,Discount_%,Final_Unit_Price,Total_Sales,Profit,Payment_Method,Customer_Age,Customer_Gender
231,2023-11-10,South,Hyderabad,Beauty,Makeup Kit,4,405.14,15,344.37,1377.48,541.64,Cash,52,Male
232,2024-06-08,South,Mumbai,Home & Kitchen,Storage Box,3,3952.76,20,3162.21,9486.63,4274.55,Card,21,Other
233,2023-01-23,North,Hyderabad,Grocery,Cooking Oil,4,2644.99,20,2115.99,8463.96,2557.04,UPI,45,Other
234,2023-04-13,South,Hyderabad,Clothing,Jeans,3,4738.53,5,4501.6,13504.8,3710.85,Cash,19,Other
235,2023-08-17,West,Mumbai,Grocery,Milk Pack,1,561.34,10,505.21,505.21,114.8,Wallet,50,Male
236,2023-02-02,West,Kolkata,Electronics,Headphones,2,2539.28,15,2158.39,4316.78,1573.42,Card,36,Other
237,2024-10-25,West,Kolkata,Clothing,Saree,5,4825.94,15,4102.05,20510.25,7035.05,UPI,41,Female
238,2024-04-12,East,Kolkata,Electronics,Speaker,4,3984.99,15,3387.24,13548.96,5650.84,Wallet,25,Male
239,2023-06-27,East,Chennai,Home & Kitchen,Mixer,1,2040.26,5,1938.25,1938.25,877.28,Card,37,Other
240,2024-11-12,East,Kolkata,Beauty,Perfume,4,913.57,10,822.21,3288.84,1286.16,Wallet,44,Other
241,2023-08-19,South,Hyderabad,Clothing,Saree,2,927.39,0,927.39,1854.78,594.58,Card,25,Other
242,2023-06-03,West,Mumbai,Sports,Shoes,5,3689.91,10,3320.92,16604.6,6742.3,UPI,47,Female
243,2024-01-20,East,Chennai,Electronics,Smartphone,3,4423.84,15,3760.26,11280.78,3136.98,Wallet,33,Other
244,2023-04-07,West,Kolkata,Grocery,Milk Pack,1,2147.03,20,1717.62,1717.62,514.64,UPI,30,Male
245,2023-09-25,West,Kolkata,Electronics,Headphones,2,913.18,5,867.52,1735.04,645.0,UPI,44,Other
246,2024-09-04,East,Delhi,Clothing,Kurta,5,2842.8,0,2842.8,14214.0,6981.8,Card,37,Female
247,2023-02-16,West,Chennai,Beauty,Shampoo,2,1127.79,20,902.23,1804.46,375.26,UPI,45,Male
248,2024-12-10,West,Kolkata,Home & Kitchen,Cookware Set,5,1552.8,5,1475.16,7375.8,3442.85,UPI,28,Female
249,2024-10-25,South,Delhi,Grocery,Spices,2,4126.02,15,3507.12,7014.24,2846.26,UPI,41,Female
250,2023-03-16,East,Delhi,Grocery,Snacks,2,4114.35,15,3497.2,6994.4,2793.82,Wallet,43,Female
251,2023-05-17,North,Bangalore,Electronics,Smartphone,5,653.42,5,620.75,3103.75,1458.15,Wallet,38,Female
252,2023-08-17,East,Hyderabad,Beauty,Body Lotion,3,795.66,0,795.66,2386.98,663.81,Card,35,Other
253,2024-03-25,East,Bangalore,Clothing,Kurta,2,3107.51,0,3107.51,6215.02,1538.62,Cash,28,Other
254,2024-03-25,East,Hyderabad,Sports,Dumbbells,3,3207.3,15,2726.2,8178.6,2275.38,Cash,51,Male
255,2023-01-03,North,Delhi,Beauty,Shampoo,2,1643.11,15,1396.64,2793.28,825.42,UPI,23,Female
256,2024-11-20,West,Mumbai,Sports,Football,1,3310.88,0,3310.88,3310.88,824.04,UPI,40,Female
257,2024-10-25,South,Bangalore,Beauty,Shampoo,3,3501.34,0,3501.34,10504.02,4572.84,Wallet,32,Other
258,2023-04-16,North,Pune,Electronics,Smartwatch,5,262.63,20,210.1,1050.5,396.55,Wallet,31,Male
259,2023-03-03,North,Pune,Grocery,Cooking Oil,4,4368.9,0,4368.9,17475.6,4604.24,Wallet,30,Female
260,2023-12-16,West,Bangalore,Grocery,Milk Pack,2,3288.77,10,2959.89,5919.78,2959.56,Wallet,44,Other
261,2024-12-09,North,Kolkata,Home & Kitchen,Bedsheet,2,2290.57,15,1946.98,3893.96,1501.18,Cash,52,Male
262,2023-09-04,South,Delhi,Grocery,Cooking Oil,3,4886.32,10,4397.69,13193.07,4924.11,Card,42,Other
263,2024-10-21,South,Bangalore,Sports,Football,2,4834.59,0,4834.59,9669.18,3986.94,Card,20,Female
264,2023-09-10,West,Kolkata,Beauty,Makeup Kit,2,3526.65,15,2997.65,5995.3,2965.26,Wallet,24,Female
265,2023-03-31,North,Delhi,Clothing,Jeans,1,1593.28,0,1593.28,1593.28,662.08,Cash,31,Male
266,2023-12-08,West,Bangalore,Grocery,Rice Bag,5,2749.42,0,2749.42,13747.1,5875.95,Card,50,Male
267,2023-10-05,North,Bangalore,Electronics,Smartwatch,4,1576.2,10,1418.58,5674.32,2710.8,Cash,58,Other
268,2024-12-11,North,Pune,Clothing,Saree,3,3678.21,0,3678.21,11034.63,5357.94,Card,21,Female
269,2024-08-26,South,Pune,Grocery,Cooking Oil,4,4276.09,0,4276.09,17104.36,6856.76,Card,39,Female
270,2024-09-25,West,Chennai,Clothing,Saree,1,4946.24,20,3956.99,3956.99,983.53,Card,47,Female
271,2023-01-29,South,Chennai,Grocery,Milk Pack,4,2955.75,5,2807.96,11231.84,3684.0,Wallet,38,Male
272,2024-10-01,South,Hyderabad,Electronics,Speaker,5,1336.31,20,1069.05,5345.25,1712.1,UPI,50,Other
273,2024-11-20,West,Bangalore,Home & Kitchen,Cookware Set,5,559.9,20,447.92,2239.6,1097.85,Cash,52,Other
274,2023-10-12,North,Kolkata,Sports,Shoes,1,416.97,0,416.97,416.97,205.34,UPI,40,Female
275,2023-02-27,East,Kolkata,Electronics,Smartwatch,4,4562.32,0,4562.32,18249.28,7258.76,Card,46,Male
276,2023-09-25,East,Mumbai,Electronics,Laptop,5,3193.41,15,2714.4,13572.0,3574.3,UPI,21,Male
277,2024-12-10,East,Bangalore,Electronics,Headphones,4,610.7,15,519.1,2076.4,734.44,Cash,39,Other
278,2024-09-06,South,Delhi,Sports,Football,4,4757.6,5,4519.72,18078.88,6474.6,Card,58,Male
279,2023-05-19,South,Hyderabad,Sports,Yoga Mat,1,1417.9,0,1417.9,1417.9,707.71,Card,29,Female
280,2023-12-29,West,Kolkata,Grocery,Snacks,2,4546.16,10,4091.54,8183.08,3411.98,Cash,18,Female
281,2023-11-27,North,Kolkata,Home & Kitchen,Lamp,1,1723.6,0,1723.6,1723.6,539.91,Wallet,31,Male
282,2023-10-09,South,Hyderabad,Grocery,Snacks,3,2292.59,15,1948.7,5846.1,2560.02,Card,30,Male
283,2024-06-01,West,Bangalore,Grocery,Snacks,5,126.98,0,126.98,634.9,275.7,UPI,37,Female
284,2024-03-10,South,Delhi,Sports,Cricket Bat,4,1496.05,20,1196.84,4787.36,1763.84,UPI,59,Male
285,2023-07-05,West,Pune,Clothing,Saree,3,317.5,0,317.5,952.5,362.79,Cash,54,Male
286,2023-12-07,West,Mumbai,Beauty,Shampoo,1,3123.63,20,2498.9,2498.9,990.65,UPI,56,Male
287,2024-06-30,East,Hyderabad,Grocery,Rice Bag,1,245.37,10,220.83,220.83,107.44,Cash,28,Female
288,2023-07-01,North,Delhi,Grocery,Milk Pack,5,4654.19,20,3723.35,18616.75,7104.65,Card,36,Male
289,2024-12-10,North,Chennai,Beauty,Body Lotion,4,4423.07,20,3538.46,14153.84,4045.04,Wallet,29,Male
290,2023-09-09,North,Chennai,Electronics,Speaker,5,1615.93,20,1292.74,6463.7,1838.75,Card,45,Male
291,2024-07-12,South,Bangalore,Sports,Football,2,3634.83,0,3634.83,7269.66,2246.9,Card,40,Female
292,2023-08-08,North,Chennai,Electronics,Headphones,5,4164.98,0,4164.98,20824.9,6640.25,UPI,35,Male
293,2023-12-25,West,Pune,Electronics,Speaker,2,660.99,0,660.99,1321.98,480.04,Wallet,35,Other
294,2023-02-27,East,Mumbai,Sports,Shoes,5,693.02,15,589.07,2945.35,987.05,Wallet,50,Other
295,2024-03-17,North,Chennai,Beauty,Makeup Kit,4,492.88,0,492.88,1971.52,428.76,Card,46,Male
296,2023-01-07,East,Bangalore,Home & Kitchen,Lamp,1,3267.61,10,2940.85,2940.85,946.66,Card,27,Female
297,2024-12-12,South,Kolkata,Electronics,Headphones,2,780.47,0,780.47,1560.94,493.62,Cash,45,Male
298,2023-10-16,West,Delhi,Sports,Football,3,3647.47,10,3282.72,9848.16,2734.89,Cash,46,Male
299,2024-02-24,West,Pune,Clothing,Saree,3,2716.44,5,2580.62,7741.86,3843.75,Card,29,Male
300,2023-12-26,West,Chennai,Beauty,Body Lotion,3,2299.38,20,1839.5,5518.5,2098.08,Wallet,54,Female
301,2023-04-22,West,Mumbai,Home & Kitchen,Storage Box,5,4059.31,0,4059.31,20296.55,5708.35,Wallet,55,Female
302,2024-03-21,North,Kolkata,Beauty,Makeup Kit,4,1998.22,10,1798.4,7193.6,2668.96,Wallet,52,Female
303,2024-11-22,North,Mumbai,Clothing,Jacket,5,1449.37,20,1159.5,5797.5,1399.95,Card,47,Female
304,2023-01-28,East,Pune,Electronics,Laptop,4,1208.77,10,1087.89,4351.56,1588.16,Card,32,Male
305,2023-05-21,South,Chennai,Sports,Football,1,2211.83,10,1990.65,1990.65,647.64,Wallet,53,Other
306,2024-04-15,North,Kolkata,Clothing,Jeans,4,3473.18,5,3299.52,13198.08,5938.36,UPI,54,Female
307,2024-08-18,East,Bangalore,Home & Kitchen,Cookware Set,4,319.41,0,319.41,1277.64,506.24,UPI,37,Male
308,2023-10-06,North,Delhi,Sports,Shoes,3,224.69,15,190.99,572.97,221.34,Card,52,Other
309,2023-05-26,West,Chennai,Grocery,Rice Bag,3,1990.79,10,1791.71,5375.13,2027.01,UPI,55,Other
310,2023-08-06,North,Hyderabad,Sports,Dumbbells,5,2702.32,15,2296.97,11484.85,3743.3,Card,55,Male
311,2023-05-21,South,Mumbai,Sports,Dumbbells,1,615.77,0,615.77,615.77,281.92,Wallet,22,Male
312,2023-04-09,East,Delhi,Beauty,Makeup Kit,3,2706.37,20,2165.1,6495.3,2499.0,UPI,44,Male
313,2024-11-12,West,Pune,Grocery,Snacks,3,2001.14,5,1901.08,5703.24,2175.03,UPI,23,Other
314,2024-10-27,East,Mumbai,Clothing,Kurta,3,820.6,20,656.48,1969.44,813.81,Wallet,54,Other
315,2023-02-09,West,Bangalore,Clothing,Jacket,2,669.08,5,635.63,1271.26,492.68,UPI,52,Other
316,2024-07-17,North,Bangalore,Home & Kitchen,Bedsheet,4,4974.8,0,4974.8,19899.2,4075.28,UPI,30,Male
317,2024-04-29,East,Delhi,Sports,Football,3,4809.56,15,4088.13,12264.39,6018.36,Cash,49,Male
318,2023-01-15,South,Pune,Electronics,Smartwatch,4,4902.53,0,4902.53,19610.12,6547.56,UPI,51,Other
319,2023-01-02,North,Kolkata,Home & Kitchen,Cookware Set,5,3833.32,10,3449.99,17249.95,4285.5,Card,20,Female
320,2024-07-12,South,Hyderabad,Clothing,Kurta,2,4151.39,20,3321.11,6642.22,2933.28,UPI,38,Other
321,2023-02-20,North,Bangalore,Grocery,Cooking Oil,4,1251.68,10,1126.51,4506.04,1499.12,Wallet,18,Other
322,2024-09-07,South,Kolkata,Grocery,Rice Bag,4,2956.62,20,2365.3,9461.2,3470.24,Card,51,Female
323,2023-12-08,East,Kolkata,Clothing,Kurta,3,1115.81,20,892.65,2677.95,540.54,Card,35,Female
324,2024-12-01,North,Chennai,Grocery,Milk Pack,1,3983.35,10,3585.02,3585.02,1576.0,Cash,38,Other
325,2024-01-26,East,Pune,Electronics,Smartwatch,4,4277.53,20,3422.02,13688.08,4614.16,Cash,36,Other
326,2023-02-23,North,Mumbai,Sports,Cricket Bat,3,4556.33,10,4100.7,12302.1,4846.56,Card,29,Male
327,2023-10-12,North,Bangalore,Grocery,Milk Pack,5,3754.71,15,3191.5,15957.5,7702.35,Wallet,37,Male
328,2023-10-04,South,Bangalore,Sports,Cricket Bat,1,4397.74,15,3738.08,3738.08,781.7,UPI,36,Male
329,2023-03-04,South,Delhi,Electronics,Speaker,2,4906.84,15,4170.81,8341.62,2282.38,UPI,23,Male
330,2024-04-05,South,Mumbai,Beauty,Perfume,2,2507.95,10,2257.15,4514.3,1981.92,Cash,41,Female
331,2023-05-29,South,Mumbai,Electronics,Laptop,3,2605.25,0,2605.25,7815.75,3058.47,Cash,34,Female
332,2023-03-02,West,Chennai,Sports,Yoga Mat,3,4482.82,10,4034.54,12103.62,4571.85,UPI,21,Male
333,2024-01-28,East,Chennai,Clothing,T-Shirt,5,2434.77,0,2434.77,12173.85,5869.75,Cash,34,Other
334,2024-09-04,North,Hyderabad,Sports,Shoes,1,4250.15,10,3825.14,3825.14,1554.65,UPI,20,Female
335,2024-09-25,West,Bangalore,Home & Kitchen,Bedsheet,3,250.87,20,200.7,602.1,133.71,UPI,33,Male
336,2024-03-30,South,Delhi,Clothing,Jeans,2,2436.53,20,1949.22,3898.44,1913.5,UPI,20,Other
337,2023-07-09,East,Chennai,Sports,Cricket Bat,2,758.73,20,606.98,1213.96,476.34,Card,19,Male
338,2023-03-02,North,Pune,Grocery,Rice Bag,1,1465.92,0,1465.92,1465.92,384.04,Cash,52,Male
339,2023-01-01,South,Mumbai,Home & Kitchen,Bedsheet,3,1083.19,5,1029.03,3087.09,776.28,Wallet,24,Other
340,2024-11-15,South,Hyderabad,Beauty,Shampoo,3,3715.56,0,3715.56,11146.68,3456.9,Cash,32,Male
341,2023-06-01,North,Pune,Clothing,Jeans,5,127.76,20,102.21,511.05,129.5,UPI,26,Other
342,2023-09-18,South,Mumbai,Home & Kitchen,Cookware Set,1,4245.02,5,4032.77,4032.77,1890.07,UPI,40,Female
343,2024-01-11,North,Mumbai,Clothing,Jeans,1,3643.43,15,3096.92,3096.92,1170.23,Cash,55,Female
344,2024-10-15,East,Mumbai,Electronics,Speaker,3,1809.22,10,1628.3,4884.9,1516.14,Wallet,30,Female
345,2023-01-17,North,Delhi,Home & Kitchen,Bedsheet,5,3519.01,20,2815.21,14076.05,3004.75,Cash,55,Other
346,2024-02-15,East,Mumbai,Sports,Yoga Mat,2,476.62,5,452.79,905.58,236.94,UPI,33,Female
347,2024-01-28,West,Mumbai,Beauty,Shampoo,4,811.46,5,770.89,3083.56,1169.08,Cash,48,Other
348,2024-12-10,North,Chennai,Sports,Yoga Mat,4,4330.66,10,3897.59,15590.36,4037.2,Card,31,Female
349,2023-11-19,North,Mumbai,Beauty,Body Lotion,3,207.93,20,166.34,499.02,123.42,Wallet,34,Male
350,2024-07-07,North,Delhi,Grocery,Rice Bag,1,1174.44,20,939.55,939.55,299.67,UPI,36,Female
351,2024-09-01,East,Mumbai,Home & Kitchen,Lamp,1,3822.1,0,3822.1,3822.1,1085.72,UPI,49,Female
352,2023-12-10,East,Mumbai,Electronics,Smartwatch,2,2970.74,15,2525.13,5050.26,1559.88,Card,31,Other
353,2023-09-27,South,Kolkata,Home & Kitchen,Bedsheet,2,3598.37,15,3058.61,6117.22,2502.2,Wallet,32,Male
354,2023-05-21,East,Pune,Clothing,T-Shirt,4,800.09,5,760.09,3040.36,1154.0,UPI,48,Female
355,2024-10-20,West,Pune,Clothing,Jeans,2,755.76,5,717.97,1435.94,407.06,Wallet,58,Male
356,2024-05-26,West,Pune,Home & Kitchen,Lamp,4,2071.99,0,2071.99,8287.96,4143.64,Wallet,46,Female
357,2023-03-06,North,Bangalore,Clothing,Kurta,2,3603.69,0,3603.69,7207.38,3468.14,Wallet,25,Female
358,2024-03-10,East,Pune,Home & Kitchen,Lamp,1,1767.82,15,1502.65,1502.65,417.33,Wallet,46,Male
359,2024-10-19,West,Pune,Electronics,Laptop,4,599.27,0,599.27,2397.08,1105.12,Wallet,26,Male
360,2024-11-22,North,Hyderabad,Beauty,Perfume,3,4346.09,15,3694.18,11082.54,2918.25,Cash,32,Male
361,2024-04-18,South,Kolkata,Clothing,Saree,3,2225.71,0,2225.71,6677.13,2582.76,Wallet,29,Male
362,2023-08-12,North,Mumbai,Sports,Yoga Mat,3,537.52,5,510.64,1531.92,746.52,UPI,46,Other
363,2023-11-04,East,Delhi,Home & Kitchen,Bedsheet,1,4657.84,0,4657.84,4657.84,1345.38,Card,27,Male
364,2023-12-08,South,Mumbai,Beauty,Face Cream,5,3593.93,20,2875.14,14375.7,6399.45,Card,41,Other
365,2024-07-09,East,Delhi,Beauty,Perfume,4,735.04,15,624.78,2499.12,722.84,Wallet,47,Male
366,2024-09-30,North,Hyderabad,Electronics,Headphones,1,616.29,10,554.66,554.66,171.78,Card,54,Other
367,2024-07-09,East,Mumbai,Sports,Dumbbells,2,613.56,15,521.53,1043.06,250.6,Wallet,52,Female
368,2023-07-09,West,Kolkata,Electronics,Laptop,2,3208.68,10,2887.81,5775.62,2247.04,Card,24,Male
369,2024-12-01,West,Chennai,Home & Kitchen,Mixer,1,1011.51,20,809.21,809.21,205.01,UPI,48,Male
370,2024-05-16,East,Pune,Sports,Shoes,2,1138.77,0,1138.77,2277.54,544.5,Card,39,Male
371,2023-10-08,East,Delhi,Grocery,Cooking Oil,1,4001.58,20,3201.26,3201.26,1566.12,Card,26,Female
372,2024-05-07,West,Hyderabad,Electronics,Smartwatch,4,3719.13,15,3161.26,12645.04,2625.4,Wallet,38,Other
373,2024-04-21,West,Pune,Electronics,Smartphone,4,3594.71,0,3594.71,14378.84,3349.36,Cash,52,Female
374,2024-05-25,East,Mumbai,Beauty,Makeup Kit,5,384.65,5,365.42,1827.1,615.45,Wallet,27,Male
375,2023-11-23,West,Hyderabad,Clothing,Jacket,5,1957.56,5,1859.68,9298.4,4595.3,Card,53,Female
376,2023-11-01,North,Hyderabad,Clothing,Kurta,2,253.97,10,228.57,457.14,173.12,UPI,34,Other
377,2023-05-10,South,Pune,Clothing,Saree,4,3016.15,20,2412.92,9651.68,3482.04,Card,53,Male
378,2024-10-01,West,Kolkata,Sports,Cricket Bat,2,2643.26,0,2643.26,5286.52,2148.66,Cash,45,Other
379,2024-04-20,West,Kolkata,Clothing,Saree,1,2654.35,5,2521.63,2521.63,612.41,UPI,59,Male
380,2023-02-08,North,Bangalore,Home & Kitchen,Cookware Set,3,1974.64,0,1974.64,5923.92,2748.33,Wallet,23,Female
381,2024-06-09,East,Delhi,Clothing,Jacket,5,1774.84,5,1686.1,8430.5,3650.6,UPI,29,Male
382,2023-10-09,North,Delhi,Clothing,Jeans,3,3348.74,20,2678.99,8036.97,1669.62,Wallet,26,Male
383,2023-10-29,West,Bangalore,Electronics,Laptop,3,4165.84,0,4165.84,12497.52,5157.18,Cash,39,Other
384,2024-05-27,West,Pune,Sports,Cricket Bat,3,1584.29,10,1425.86,4277.58,1227.48,Card,46,Other
385,2024-05-12,East,Pune,Sports,Dumbbells,2,3056.13,20,2444.9,4889.8,1348.44,Wallet,40,Male
386,2024-11-14,West,Hyderabad,Grocery,Cooking Oil,4,383.44,5,364.27,1457.08,295.68,Wallet,22,Other
387,2024-06-21,North,Pune,Electronics,Smartphone,4,2767.96,15,2352.77,9411.08,2512.04,UPI,34,Other
388,2023-01-07,North,Pune,Home & Kitchen,Storage Box,3,3655.57,5,3472.79,10418.37,2408.49,UPI,42,Female
389,2023-08-13,East,Chennai,Grocery,Spices,2,1644.22,10,1479.8,2959.6,1349.32,Wallet,25,Male
390,2023-01-18,North,Hyderabad,Clothing,Jacket,4,2002.01,15,1701.71,6806.84,2090.76,Card,18,Female
391,2024-05-25,South,Kolkata,Sports,Dumbbells,1,4742.24,15,4030.9,4030.9,1363.88,Card,48,Male
392,2023-07-06,North,Chennai,Beauty,Face Cream,1,3481.0,5,3306.95,3306.95,1507.34,UPI,22,Other
393,2024-05-20,North,Delhi,Home & Kitchen,Lamp,4,3191.52,10,2872.37,11489.48,5591.12,Cash,50,Male
394,2023-12-31,South,Hyderabad,Clothing,Jacket,2,1579.39,5,1500.42,3000.84,1282.66,UPI,38,Male
395,2023-01-28,West,Pune,Clothing,Jacket,5,3142.45,5,2985.33,14926.65,5014.5,UPI,30,Female
396,2024-04-05,North,Delhi,Clothing,Jeans,3,912.17,20,729.74,2189.22,778.5,UPI,50,Other
397,2024-09-19,North,Kolkata,Beauty,Makeup Kit,1,4907.84,20,3926.27,3926.27,1342.12,UPI,48,Female
398,2024-11-30,East,Pune,Beauty,Makeup Kit,4,3329.66,0,3329.66,13318.64,5872.48,Cash,52,Female
399,2024-03-01,East,Mumbai,Clothing,Jacket,4,4974.61,10,4477.15,17908.6,3683.04,Wallet,29,Female
400,2023-02-28,West,Delhi,Beauty,Makeup Kit,3,2348.92,5,2231.47,6694.41,2155.14,UPI,55,Female
401,2023-07-09,East,Pune,Home & Kitchen,Storage Box,2,4907.77,15,4171.6,8343.2,2095.66,Cash,46,Male
402,2023-02-16,North,Chennai,Electronics,Smartwatch,3,1839.7,0,1839.7,5519.1,1169.82,Card,33,Female
403,2023-03-31,North,Delhi,Beauty,Makeup Kit,2,4838.56,20,3870.85,7741.7,1886.92,Cash,47,Other
404,2023-10-23,South,Mumbai,Grocery,Cooking Oil,4,1311.97,0,1311.97,5247.88,1902.52,Wallet,34,Female
405,2024-11-30,South,Kolkata,Grocery,Milk Pack,3,4804.82,5,4564.58,13693.74,3676.92,UPI,39,Female
406,2023-12-12,West,Kolkata,Clothing,T-Shirt,4,159.31,5,151.34,605.36,160.24,Wallet,45,Other
407,2023-05-12,South,Hyderabad,Electronics,Headphones,4,1220.52,10,1098.47,4393.88,2136.24,UPI,59,Male
408,2023-03-22,South,Bangalore,Home & Kitchen,Lamp,4,971.65,10,874.48,3497.92,1482.6,Cash,44,Female
409,2023-11-26,North,Pune,Grocery,Milk Pack,1,2073.55,15,1762.52,1762.52,530.99,Wallet,27,Male
410,2024-08-16,East,Chennai,Beauty,Makeup Kit,4,1515.54,10,1363.99,5455.96,1165.08,Cash,18,Female
411,2024-05-26,North,Kolkata,Electronics,Smartphone,1,3828.94,0,3828.94,3828.94,1184.55,Card,37,Other
412,2024-07-01,North,Hyderabad,Clothing,T-Shirt,5,259.83,10,233.85,1169.25,251.05,Cash,44,Male
413,2024-05-30,East,Bangalore,Electronics,Laptop,2,1849.89,5,1757.4,3514.8,710.92,Card,46,Male
414,2024-01-28,South,Chennai,Home & Kitchen,Cookware Set,4,2911.82,5,2766.23,11064.92,3352.8,Card,18,Other
415,2023-12-04,West,Kolkata,Beauty,Shampoo,2,4399.04,15,3739.18,7478.36,3510.78,Cash,27,Male
416,2024-03-11,North,Chennai,Grocery,Spices,3,1182.18,0,1182.18,3546.54,1529.94,Cash,18,Male
417,2023-01-25,South,Delhi,Beauty,Face Cream,1,826.07,20,660.86,660.86,285.84,UPI,21,Other
418,2023-04-19,North,Hyderabad,Electronics,Smartphone,5,3623.88,10,3261.49,16307.45,6062.3,Wallet,29,Other
419,2024-03-30,North,Chennai,Sports,Dumbbells,2,4214.33,20,3371.46,6742.92,2657.28,Card,24,Other
420,2024-08-10,South,Chennai,Clothing,Saree,2,4473.54,20,3578.83,7157.66,1940.2,Cash,40,Other
421,2024-10-22,South,Chennai,Sports,Yoga Mat,2,4455.55,5,4232.77,8465.54,3712.96,Cash,46,Other
422,2024-03-27,North,Delhi,Home & Kitchen,Cookware Set,1,1548.9,15,1316.56,1316.56,407.06,UPI,44,Male
423,2023-10-10,South,Delhi,Grocery,Milk Pack,4,1546.68,10,1392.01,5568.04,1937.24,UPI,20,Male
424,2023-10-12,East,Bangalore,Beauty,Makeup Kit,3,4195.55,20,3356.44,10069.32,2839.29,UPI,46,Other
425,2024-03-27,South,Bangalore,Beauty,Shampoo,2,4141.46,5,3934.39,7868.78,1866.76,Card,40,Other
426,2024-05-27,South,Delhi,Grocery,Rice Bag,5,1484.11,20,1187.29,5936.45,2901.3,UPI,58,Male
427,2024-05-03,North,Kolkata,Electronics,Smartphone,1,2993.11,15,2544.14,2544.14,873.27,Card,54,Other
428,2023-12-14,South,Hyderabad,Clothing,Jeans,1,4868.08,20,3894.46,3894.46,1592.12,Card,20,Male
429,2023-02-24,West,Delhi,Electronics,Smartwatch,3,354.31,15,301.16,903.48,189.69,Card,55,Female
430,2023-03-27,North,Chennai,Beauty,Makeup Kit,3,3348.93,0,3348.93,10046.79,2466.21,Cash,40,Female
431,2023-03-28,South,Delhi,Electronics,Smartwatch,2,1584.36,20,1267.49,2534.98,725.54,Card,44,Male
432,2023-03-16,South,Chennai,Clothing,T-Shirt,3,989.91,10,890.92,2672.76,534.93,Wallet,53,Male
433,2023-01-17,West,Pune,Electronics,Smartwatch,5,2758.11,0,2758.11,13790.55,5320.3,UPI,48,Female
434,2023-12-14,North,Chennai,Clothing,Jeans,2,3575.67,10,3218.1,6436.2,2698.66,UPI,26,Other
435,2023-07-03,North,Kolkata,Electronics,Smartwatch,1,4765.89,5,4527.6,4527.6,1609.29,Cash,34,Other
436,2024-02-01,West,Hyderabad,Grocery,Cooking Oil,4,4751.12,0,4751.12,19004.48,8761.4,UPI,54,Female
437,2023-10-07,North,Bangalore,Clothing,Saree,1,2617.89,0,2617.89,2617.89,1173.79,Wallet,34,Other
438,2023-04-23,North,Mumbai,Home & Kitchen,Bedsheet,1,2299.19,5,2184.23,2184.23,635.26,Cash,49,Male
439,2024-06-08,West,Kolkata,Clothing,Saree,3,4037.24,5,3835.38,11506.14,3236.73,Cash,34,Male
440,2023-11-14,West,Bangalore,Beauty,Makeup Kit,2,4054.65,20,3243.72,6487.44,2967.02,UPI,23,Female
441,2024-04-13,West,Kolkata,Grocery,Rice Bag,4,4894.77,10,4405.29,17621.16,8182.16,Cash,29,Other
442,2023-01-01,West,Bangalore,Grocery,Milk Pack,5,4740.74,0,4740.74,23703.7,9633.3,Wallet,43,Male
443,2023-07-19,South,Chennai,Home & Kitchen,Cookware Set,4,3952.41,15,3359.55,13438.2,5169.6,Cash,36,Male
444,2023-02-27,East,Delhi,Beauty,Face Cream,3,4211.09,5,4000.54,12001.62,3783.24,Card,51,Other
445,2023-11-24,East,Kolkata,Beauty,Body Lotion,5,577.82,10,520.04,2600.2,909.2,Cash,23,Other
446,2023-07-15,North,Kolkata,Grocery,Snacks,1,2718.02,10,2446.22,2446.22,907.84,Cash,22,Other
447,2024-12-14,West,Kolkata,Electronics,Smartphone,3,2463.1,20,1970.48,5911.44,1250.55,Wallet,52,Female
448,2024-11-12,North,Pune,Grocery,Snacks,3,2043.11,10,1838.8,5516.4,1302.96,Card,42,Other
449,2023-01-20,North,Bangalore,Electronics,Smartwatch,4,3418.05,15,2905.34,11621.36,4799.48,Wallet,39,Female
450,2023-12-04,North,Chennai,Beauty,Makeup Kit,3,2557.43,10,2301.69,6905.07,1690.32,Cash,36,Female
451,2024-04-05,South,Mumbai,Electronics,Speaker,3,159.57,15,135.63,406.89,180.63,Cash,29,Other
452,2024-01-21,South,Bangalore,Clothing,Jeans,5,1603.21,10,1442.89,7214.45,2716.25,Cash,23,Male
453,2024-12-09,West,Hyderabad,Electronics,Speaker,1,2209.65,15,1878.2,1878.2,711.16,UPI,50,Other
454,2024-02-14,South,Bangalore,Clothing,Saree,2,2220.56,10,1998.5,3997.0,1186.06,Wallet,19,Female
455,2023-07-20,South,Kolkata,Beauty,Face Cream,4,4912.04,15,4175.23,16700.92,4986.16,Cash,32,Female
456,2023-11-04,East,Delhi,Clothing,Jacket,3,3947.82,20,3158.26,9474.78,4449.24,Cash,46,Male
457,2024-10-17,West,Hyderabad,Sports,Shoes,2,4712.23,0,4712.23,9424.46,1940.4,Card,43,Other
458,2023-04-09,North,Hyderabad,Clothing,Kurta,5,4887.81,5,4643.42,23217.1,4847.65,Cash,22,Male
459,2023-02-13,South,Chennai,Clothing,T-Shirt,4,2077.64,20,1662.11,6648.44,2945.64,Cash,37,Male
460,2023-04-05,East,Mumbai,Clothing,Jeans,1,1101.76,0,1101.76,1101.76,419.46,Wallet,20,Female
461,2024-10-31,North,Kolkata,Grocery,Snacks,2,2632.27,10,2369.04,4738.08,1987.34,UPI,41,Other
